dc_id,sku_id,date,leadtime,sales_qty,is_order_day,initial_inventory,arrival_qty_box,ending_inventory_box,stockout_qty_box,optimal_replenishment_pallet,optimal_replenishment_box,pt_box,factory_id,unit_transport_cost,holding_cost,stockout_cost
DC001,SKU001,2019-01-27,4,0.0,0,78.0,0.0,78.0,0.0,0,0.0,80.0,F001,224.0,3.36,336.0
DC001,SKU001,2019-01-28,1,0.0,1,78.0,0.0,78.0,0.0,0,0.0,80.0,F001,224.0,3.36,336.0
DC001,SKU001,2019-01-29,7,0.0,0,78.0,0.0,78.0,0.0,0,0.0,80.0,F001,224.0,3.36,336.0
DC001,SKU001,2019-01-30,3,0.0,0,78.0,0.0,78.0,0.0,0,0.0,80.0,F001,224.0,3.36,336.0
DC001,SKU001,2019-01-31,6,0.0,0,78.0,0.0,78.0,0.0,0,0.0,80.0,F001,224.0,3.36,336.0
DC001,SKU001,2019-02-01,5,0.0,1,78.0,0.0,78.0,0.0,0,0.0,80.0,F001,224.0,3.36,336.0
DC001,SKU001,2019-02-02,6,0.0,0,78.0,0.0,78.0,0.0,0,0.0,80.0,F001,224.0,3.36,336.0
DC001,SKU001,2019-02-03,3,0.0,0,78.0,0.0,78.0,0.0,0,0.0,80.0,F001,224.0,3.36,336.0
DC001,SKU001,2019-02-04,3,0.0,1,78.0,0.0,78.0,0.0,0,0.0,80.0,F001,224.0,3.36,336.0
DC001,SKU001,2019-02-05,4,0.0,0,78.0,0.0,78.0,0.0,0,0.0,80.0,F001,224.0,3.36,336.0
DC001,SKU001,2019-02-06,2,0.0,0,78.0,0.0,78.0,0.0,0,0.0,80.0,F001,224.0,3.36,336.0
DC001,SKU001,2019-02-07,3,0.0,0,78.0,0.0,78.0,0.0,0,0.0,80.0,F001,224.0,3.36,336.0
DC001,SKU001,2019-02-08,3,0.0,1,78.0,0.0,78.0,0.0,0,0.0,80.0,F001,224.0,3.36,336.0
DC001,SKU001,2019-02-09,3,0.0,0,78.0,0.0,78.0,0.0,0,0.0,80.0,F001,224.0,3.36,336.0
DC001,SKU001,2019-02-10,4,0.0,0,78.0,0.0,78.0,0.0,0,0.0,80.0,F001,224.0,3.36,336.0
DC001,SKU001,2019-02-11,1,4.0,1,78.0,0.0,74.0,0.0,0,0.0,80.0,F001,224.0,3.36,336.0
DC001,SKU001,2019-02-12,2,0.0,0,74.0,0.0,74.0,0.0,0,0.0,80.0,F001,224.0,3.36,336.0
DC001,SKU001,2019-02-13,3,1.0,0,74.0,0.0,73.0,0.0,0,0.0,80.0,F001,224.0,3.36,336.0
DC001,SKU001,2019-02-14,3,0.0,0,73.0,0.0,73.0,0.0,0,0.0,80.0,F001,224.0,3.36,336.0
DC001,SKU001,2019-02-15,1,0.0,1,73.0,0.0,73.0,0.0,0,0.0,80.0,F001,224.0,3.36,336.0
DC001,SKU001,2019-02-16,4,0.0,0,73.0,0.0,73.0,0.0,0,0.0,80.0,F001,224.0,3.36,336.0
DC001,SKU001,2019-02-17,4,0.0,0,73.0,0.0,73.0,0.0,0,0.0,80.0,F001,224.0,3.36,336.0
DC001,SKU001,2019-02-18,4,0.0,1,73.0,0.0,73.0,0.0,0,0.0,80.0,F001,224.0,3.36,336.0
DC001,SKU001,2019-02-19,2,0.0,0,73.0,0.0,73.0,0.0,0,0.0,80.0,F001,224.0,3.36,336.0
DC001,SKU001,2019-02-20,4,9.0,0,73.0,0.0,64.0,0.0,0,0.0,80.0,F001,224.0,3.36,336.0
DC001,SKU001,2019-02-21,3,0.0,0,64.0,0.0,64.0,0.0,0,0.0,80.0,F001,224.0,3.36,336.0
DC001,SKU001,2019-02-22,1,0.0,1,64.0,0.0,64.0,0.0,0,0.0,80.0,F001,224.0,3.36,336.0
DC001,SKU001,2019-02-23,1,0.0,0,64.0,0.0,64.0,0.0,0,0.0,80.0,F001,224.0,3.36,336.0
DC001,SKU001,2019-02-24,1,0.0,0,64.0,0.0,64.0,0.0,0,0.0,80.0,F001,224.0,3.36,336.0
DC001,SKU001,2019-02-25,3,0.0,1,64.0,0.0,64.0,0.0,0,0.0,80.0,F001,224.0,3.36,336.0
DC001,SKU001,2019-02-26,3,4.0,0,64.0,0.0,60.0,0.0,0,0.0,80.0,F001,224.0,3.36,336.0
DC001,SKU001,2019-02-27,2,0.0,0,60.0,0.0,60.0,0.0,0,0.0,80.0,F001,224.0,3.36,336.0
DC001,SKU001,2019-02-28,5,0.0,0,60.0,0.0,60.0,0.0,0,0.0,80.0,F001,224.0,3.36,336.0
DC001,SKU001,2019-03-01,2,0.0,1,60.0,0.0,60.0,0.0,0,0.0,80.0,F001,224.0,3.36,336.0
DC001,SKU001,2019-03-02,3,0.0,0,60.0,0.0,60.0,0.0,0,0.0,80.0,F001,224.0,3.36,336.0
DC001,SKU001,2019-03-03,4,0.0,0,60.0,0.0,60.0,0.0,0,0.0,80.0,F001,224.0,3.36,336.0
DC001,SKU001,2019-03-04,1,13.0,1,60.0,0.0,47.0,0.0,0,0.0,80.0,F001,224.0,3.36,336.0
DC001,SKU001,2019-03-05,4,0.0,0,47.0,0.0,47.0,0.0,0,0.0,80.0,F001,224.0,3.36,336.0
DC001,SKU001,2019-03-06,2,0.0,0,47.0,0.0,47.0,0.0,0,0.0,80.0,F001,224.0,3.36,336.0
DC001,SKU001,2019-03-07,6,4.0,0,47.0,0.0,43.0,0.0,0,0.0,80.0,F001,224.0,3.36,336.0
DC001,SKU001,2019-03-08,1,0.0,1,43.0,0.0,43.0,0.0,0,0.0,80.0,F001,224.0,3.36,336.0
DC001,SKU001,2019-03-09,4,0.0,0,43.0,0.0,43.0,0.0,0,0.0,80.0,F001,224.0,3.36,336.0
DC001,SKU001,2019-03-10,3,0.0,0,43.0,0.0,43.0,0.0,0,0.0,80.0,F001,224.0,3.36,336.0
DC001,SKU001,2019-03-11,4,3.0,1,43.0,0.0,40.0,0.0,0,0.0,80.0,F001,224.0,3.36,336.0
DC001,SKU001,2019-03-12,2,0.0,0,40.0,0.0,40.0,0.0,0,0.0,80.0,F001,224.0,3.36,336.0
DC001,SKU001,2019-03-13,3,4.0,0,40.0,0.0,36.0,0.0,0,0.0,80.0,F001,224.0,3.36,336.0
DC001,SKU001,2019-03-14,5,0.0,0,36.0,0.0,36.0,0.0,0,0.0,80.0,F001,224.0,3.36,336.0
DC001,SKU001,2019-03-15,6,0.0,1,36.0,0.0,36.0,0.0,0,0.0,80.0,F001,224.0,3.36,336.0
DC001,SKU001,2019-03-16,5,0.0,0,36.0,0.0,36.0,0.0,0,0.0,80.0,F001,224.0,3.36,336.0
DC001,SKU001,2019-03-17,5,0.0,0,36.0,0.0,36.0,0.0,0,0.0,80.0,F001,224.0,3.36,336.0
DC001,SKU001,2019-03-18,4,0.0,1,36.0,0.0,36.0,0.0,0,0.0,80.0,F001,224.0,3.36,336.0
DC001,SKU001,2019-03-19,1,0.0,0,36.0,0.0,36.0,0.0,0,0.0,80.0,F001,224.0,3.36,336.0
DC001,SKU001,2019-03-20,5,0.0,0,36.0,0.0,36.0,0.0,0,0.0,80.0,F001,224.0,3.36,336.0
DC001,SKU001,2019-03-21,2,0.0,0,36.0,0.0,36.0,0.0,0,0.0,80.0,F001,224.0,3.36,336.0
DC001,SKU001,2019-03-22,3,0.0,1,36.0,0.0,36.0,0.0,0,0.0,80.0,F001,224.0,3.36,336.0
DC001,SKU001,2019-03-23,1,0.0,0,36.0,0.0,36.0,0.0,0,0.0,80.0,F001,224.0,3.36,336.0
DC001,SKU001,2019-03-24,6,0.0,0,36.0,0.0,36.0,0.0,0,0.0,80.0,F001,224.0,3.36,336.0
DC001,SKU001,2019-03-25,1,0.0,1,36.0,0.0,36.0,0.0,0,0.0,80.0,F001,224.0,3.36,336.0
DC001,SKU001,2019-03-26,3,0.0,0,36.0,0.0,36.0,0.0,0,0.0,80.0,F001,224.0,3.36,336.0
DC001,SKU001,2019-03-27,1,0.0,0,36.0,0.0,36.0,0.0,0,0.0,80.0,F001,224.0,3.36,336.0
DC001,SKU001,2019-03-28,3,0.0,0,36.0,0.0,36.0,0.0,0,0.0,80.0,F001,224.0,3.36,336.0
DC001,SKU001,2019-03-29,2,0.0,1,36.0,0.0,36.0,0.0,0,0.0,80.0,F001,224.0,3.36,336.0
DC001,SKU001,2019-03-30,4,0.0,0,36.0,0.0,36.0,0.0,0,0.0,80.0,F001,224.0,3.36,336.0
DC001,SKU002,2019-01-01,2,10.0,0,127.0,0.0,117.0,0.0,0,0.0,52.0,F001,224.0,3.36,336.0
DC001,SKU002,2019-01-02,5,0.0,0,117.0,0.0,117.0,0.0,0,0.0,52.0,F001,224.0,3.36,336.0
DC001,SKU002,2019-01-03,2,35.0,0,117.0,0.0,82.0,0.0,0,0.0,52.0,F001,224.0,3.36,336.0
DC001,SKU002,2019-01-04,4,0.0,1,82.0,0.0,82.0,0.0,0,0.0,52.0,F001,224.0,3.36,336.0
DC001,SKU002,2019-01-05,3,0.0,0,82.0,0.0,82.0,0.0,0,0.0,52.0,F001,224.0,3.36,336.0
DC001,SKU002,2019-01-06,3,0.0,0,82.0,0.0,82.0,0.0,0,0.0,52.0,F001,224.0,3.36,336.0
DC001,SKU002,2019-01-07,3,0.0,1,82.0,0.0,82.0,0.0,0,0.0,52.0,F001,224.0,3.36,336.0
DC001,SKU002,2019-01-08,3,0.0,0,82.0,0.0,82.0,0.0,0,0.0,52.0,F001,224.0,3.36,336.0
DC001,SKU002,2019-01-09,3,10.0,0,82.0,0.0,72.0,0.0,0,0.0,52.0,F001,224.0,3.36,336.0
DC001,SKU002,2019-01-10,3,0.0,0,72.0,0.0,72.0,0.0,0,0.0,52.0,F001,224.0,3.36,336.0
DC001,SKU002,2019-01-11,2,0.0,1,72.0,0.0,72.0,0.0,0,0.0,52.0,F001,224.0,3.36,336.0
DC001,SKU002,2019-01-12,1,0.0,0,72.0,0.0,72.0,0.0,0,0.0,52.0,F001,224.0,3.36,336.0
DC001,SKU002,2019-01-13,3,0.0,0,72.0,0.0,72.0,0.0,0,0.0,52.0,F001,224.0,3.36,336.0
DC001,SKU002,2019-01-14,4,0.0,1,72.0,0.0,72.0,0.0,0,0.0,52.0,F001,224.0,3.36,336.0
DC001,SKU002,2019-01-15,3,0.0,0,72.0,0.0,72.0,0.0,0,0.0,52.0,F001,224.0,3.36,336.0
DC001,SKU002,2019-01-16,4,0.0,0,72.0,0.0,72.0,0.0,0,0.0,52.0,F001,224.0,3.36,336.0
DC001,SKU002,2019-01-17,3,0.0,0,72.0,0.0,72.0,0.0,0,0.0,52.0,F001,224.0,3.36,336.0
DC001,SKU002,2019-01-18,1,0.0,1,72.0,0.0,72.0,0.0,1,52.0,52.0,F001,224.0,3.36,336.0
DC001,SKU002,2019-01-19,2,0.0,0,72.0,52.0,124.0,0.0,0,0.0,52.0,F001,224.0,3.36,336.0
DC001,SKU002,2019-01-20,3,0.0,0,124.0,0.0,124.0,0.0,0,0.0,52.0,F001,224.0,3.36,336.0
DC001,SKU002,2019-01-21,3,0.0,1,124.0,0.0,124.0,0.0,1,52.0,52.0,F001,224.0,3.36,336.0
DC001,SKU002,2019-01-22,2,88.0,0,124.0,0.0,36.0,0.0,0,0.0,52.0,F001,224.0,3.36,336.0
DC001,SKU002,2019-01-23,4,0.0,0,36.0,0.0,36.0,0.0,0,0.0,52.0,F001,224.0,3.36,336.0
DC001,SKU002,2019-01-24,7,0.0,0,36.0,52.0,88.0,0.0,0,0.0,52.0,F001,224.0,3.36,336.0
DC001,SKU002,2019-01-25,6,10.0,1,88.0,0.0,78.0,0.0,0,0.0,52.0,F001,224.0,3.36,336.0
DC001,SKU002,2019-01-26,1,0.0,0,78.0,0.0,78.0,0.0,0,0.0,52.0,F001,224.0,3.36,336.0
DC001,SKU002,2019-01-27,4,0.0,0,78.0,0.0,78.0,0.0,0,0.0,52.0,F001,224.0,3.36,336.0
DC001,SKU002,2019-01-28,3,0.0,1,78.0,0.0,78.0,0.0,0,0.0,52.0,F001,224.0,3.36,336.0
DC001,SKU002,2019-01-29,1,50.0,0,78.0,0.0,28.0,0.0,0,0.0,52.0,F001,224.0,3.36,336.0
DC001,SKU002,2019-01-30,2,0.0,0,28.0,0.0,28.0,0.0,0,0.0,52.0,F001,224.0,3.36,336.0
DC001,SKU002,2019-01-31,1,24.0,0,28.0,0.0,4.0,0.0,0,0.0,52.0,F001,224.0,3.36,336.0
DC001,SKU002,2019-02-01,4,0.0,1,4.0,0.0,4.0,0.0,0,0.0,52.0,F001,224.0,3.36,336.0
DC001,SKU002,2019-02-02,2,0.0,0,4.0,0.0,4.0,0.0,0,0.0,52.0,F001,224.0,3.36,336.0
DC001,SKU002,2019-02-03,2,0.0,0,4.0,0.0,4.0,0.0,0,0.0,52.0,F001,224.0,3.36,336.0
DC001,SKU002,2019-02-04,3,0.0,1,4.0,0.0,4.0,0.0,0,0.0,52.0,F001,224.0,3.36,336.0
DC001,SKU002,2019-02-05,3,0.0,0,4.0,0.0,4.0,0.0,0,0.0,52.0,F001,224.0,3.36,336.0
DC001,SKU002,2019-02-06,6,0.0,0,4.0,0.0,4.0,0.0,0,0.0,52.0,F001,224.0,3.36,336.0
DC001,SKU002,2019-02-07,1,0.0,0,4.0,0.0,4.0,0.0,0,0.0,52.0,F001,224.0,3.36,336.0
DC001,SKU002,2019-02-08,2,3.0,1,4.0,0.0,1.0,0.0,1,52.0,52.0,F001,224.0,3.36,336.0
DC001,SKU002,2019-02-09,3,0.0,0,1.0,0.0,1.0,0.0,0,0.0,52.0,F001,224.0,3.36,336.0
DC001,SKU002,2019-02-10,2,0.0,0,1.0,52.0,53.0,0.0,0,0.0,52.0,F001,224.0,3.36,336.0
DC001,SKU002,2019-02-11,2,5.0,1,53.0,0.0,48.0,0.0,0,0.0,52.0,F001,224.0,3.36,336.0
DC001,SKU002,2019-02-12,2,10.0,0,48.0,0.0,38.0,0.0,0,0.0,52.0,F001,224.0,3.36,336.0
DC001,SKU002,2019-02-13,2,10.0,0,38.0,0.0,28.0,0.0,0,0.0,52.0,F001,224.0,3.36,336.0
DC001,SKU002,2019-02-14,3,0.0,0,28.0,0.0,28.0,0.0,0,0.0,52.0,F001,224.0,3.36,336.0
DC001,SKU002,2019-02-15,1,0.0,1,28.0,0.0,28.0,0.0,0,0.0,52.0,F001,224.0,3.36,336.0
DC001,SKU002,2019-02-16,1,0.0,0,28.0,0.0,28.0,0.0,0,0.0,52.0,F001,224.0,3.36,336.0
DC001,SKU002,2019-02-17,3,0.0,0,28.0,0.0,28.0,0.0,0,0.0,52.0,F001,224.0,3.36,336.0
DC001,SKU002,2019-02-18,4,5.0,1,28.0,0.0,23.0,0.0,0,0.0,52.0,F001,224.0,3.36,336.0
DC001,SKU002,2019-02-19,3,0.0,0,23.0,0.0,23.0,0.0,0,0.0,52.0,F001,224.0,3.36,336.0
DC001,SKU002,2019-02-20,2,0.0,0,23.0,0.0,23.0,0.0,0,0.0,52.0,F001,224.0,3.36,336.0
DC001,SKU002,2019-02-21,1,19.0,0,23.0,0.0,4.0,0.0,0,0.0,52.0,F001,224.0,3.36,336.0
DC001,SKU002,2019-02-22,7,0.0,1,4.0,0.0,4.0,0.0,0,0.0,52.0,F001,224.0,3.36,336.0
DC001,SKU002,2019-02-23,3,0.0,0,4.0,0.0,4.0,0.0,0,0.0,52.0,F001,224.0,3.36,336.0
DC001,SKU002,2019-02-24,2,0.0,0,4.0,0.0,4.0,0.0,0,0.0,52.0,F001,224.0,3.36,336.0
DC001,SKU002,2019-02-25,3,0.0,1,4.0,0.0,4.0,0.0,0,0.0,52.0,F001,224.0,3.36,336.0
DC001,SKU002,2019-02-26,2,0.0,0,4.0,0.0,4.0,0.0,0,0.0,52.0,F001,224.0,3.36,336.0
DC001,SKU002,2019-02-27,4,4.0,0,4.0,0.0,0.0,-0.0,0,0.0,52.0,F001,224.0,3.36,336.0
DC001,SKU002,2019-02-28,2,0.0,0,0.0,0.0,0.0,-0.0,0,0.0,52.0,F001,224.0,3.36,336.0
DC001,SKU002,2019-03-01,2,0.0,1,0.0,0.0,0.0,-0.0,1,52.0,52.0,F001,224.0,3.36,336.0
DC001,SKU002,2019-03-02,2,0.0,0,0.0,0.0,0.0,-0.0,0,0.0,52.0,F001,224.0,3.36,336.0
DC001,SKU002,2019-03-03,6,0.0,0,0.0,52.0,52.0,0.0,0,0.0,52.0,F001,224.0,3.36,336.0
DC001,SKU002,2019-03-04,3,5.0,1,52.0,0.0,47.0,0.0,0,0.0,52.0,F001,224.0,3.36,336.0
DC001,SKU002,2019-03-05,1,0.0,0,47.0,0.0,47.0,0.0,0,0.0,52.0,F001,224.0,3.36,336.0
DC001,SKU002,2019-03-06,2,56.0,0,47.0,0.0,0.0,9.0,0,0.0,52.0,F001,224.0,3.36,336.0
DC001,SKU002,2019-03-07,1,12.0,0,0.0,0.0,0.0,12.0,0,0.0,52.0,F001,224.0,3.36,336.0
DC001,SKU002,2019-03-08,3,0.0,1,0.0,0.0,0.0,-0.0,0,0.0,52.0,F001,224.0,3.36,336.0
DC001,SKU002,2019-03-09,2,0.0,0,0.0,0.0,0.0,-0.0,0,0.0,52.0,F001,224.0,3.36,336.0
DC001,SKU002,2019-03-10,2,0.0,0,0.0,0.0,0.0,-0.0,0,0.0,52.0,F001,224.0,3.36,336.0
DC001,SKU002,2019-03-11,1,0.0,1,0.0,0.0,0.0,-0.0,0,0.0,52.0,F001,224.0,3.36,336.0
DC001,SKU002,2019-03-12,5,0.0,0,0.0,0.0,0.0,-0.0,0,0.0,52.0,F001,224.0,3.36,336.0
DC001,SKU002,2019-03-13,4,0.0,0,0.0,0.0,0.0,-0.0,0,0.0,52.0,F001,224.0,3.36,336.0
DC001,SKU002,2019-03-14,1,0.0,0,0.0,0.0,0.0,-0.0,0,0.0,52.0,F001,224.0,3.36,336.0
DC001,SKU002,2019-03-15,3,0.0,1,0.0,0.0,0.0,-0.0,0,0.0,52.0,F001,224.0,3.36,336.0
DC001,SKU002,2019-03-16,1,0.0,0,0.0,0.0,0.0,-0.0,0,0.0,52.0,F001,224.0,3.36,336.0
DC001,SKU002,2019-03-17,2,0.0,0,0.0,0.0,0.0,-0.0,0,0.0,52.0,F001,224.0,3.36,336.0
DC001,SKU002,2019-03-18,6,0.0,1,0.0,0.0,0.0,-0.0,0,0.0,52.0,F001,224.0,3.36,336.0
DC001,SKU002,2019-03-19,4,0.0,0,0.0,0.0,0.0,-0.0,0,0.0,52.0,F001,224.0,3.36,336.0
DC001,SKU002,2019-03-20,2,0.0,0,0.0,0.0,0.0,-0.0,0,0.0,52.0,F001,224.0,3.36,336.0
DC001,SKU002,2019-03-21,4,0.0,0,0.0,0.0,0.0,-0.0,0,0.0,52.0,F001,224.0,3.36,336.0
DC001,SKU002,2019-03-22,2,0.0,1,0.0,0.0,0.0,-0.0,0,0.0,52.0,F001,224.0,3.36,336.0
DC001,SKU002,2019-03-23,3,0.0,0,0.0,0.0,0.0,-0.0,0,0.0,52.0,F001,224.0,3.36,336.0
DC001,SKU002,2019-03-24,1,0.0,0,0.0,0.0,0.0,-0.0,0,0.0,52.0,F001,224.0,3.36,336.0
DC001,SKU002,2019-03-25,2,0.0,1,0.0,0.0,0.0,-0.0,0,0.0,52.0,F001,224.0,3.36,336.0
DC001,SKU002,2019-03-26,2,0.0,0,0.0,0.0,0.0,-0.0,0,0.0,52.0,F001,224.0,3.36,336.0
DC001,SKU002,2019-03-27,2,0.0,0,0.0,0.0,0.0,-0.0,0,0.0,52.0,F001,224.0,3.36,336.0
DC001,SKU002,2019-03-28,5,0.0,0,0.0,0.0,0.0,-0.0,0,0.0,52.0,F001,224.0,3.36,336.0
DC001,SKU002,2019-03-29,4,0.0,1,0.0,0.0,0.0,-0.0,0,0.0,52.0,F001,224.0,3.36,336.0
DC001,SKU002,2019-03-30,4,0.0,0,0.0,0.0,0.0,-0.0,0,0.0,52.0,F001,224.0,3.36,336.0
DC001,SKU005,2019-01-01,9,0.0,0,127.0,0.0,127.0,0.0,0,0.0,36.0,F001,224.0,3.36,336.0
DC001,SKU005,2019-01-02,3,0.0,0,127.0,0.0,127.0,0.0,0,0.0,36.0,F001,224.0,3.36,336.0
DC001,SKU005,2019-01-03,2,36.0,0,127.0,0.0,91.0,0.0,0,0.0,36.0,F001,224.0,3.36,336.0
DC001,SKU005,2019-01-04,4,42.0,1,91.0,0.0,49.0,0.0,0,0.0,36.0,F001,224.0,3.36,336.0
DC001,SKU005,2019-01-05,3,0.0,0,49.0,0.0,49.0,0.0,0,0.0,36.0,F001,224.0,3.36,336.0
DC001,SKU005,2019-01-06,1,0.0,0,49.0,0.0,49.0,0.0,0,0.0,36.0,F001,224.0,3.36,336.0
DC001,SKU005,2019-01-07,2,0.0,1,49.0,0.0,49.0,0.0,2,72.0,36.0,F001,224.0,3.36,336.0
DC001,SKU005,2019-01-08,5,5.0,0,49.0,0.0,44.0,0.0,0,0.0,36.0,F001,224.0,3.36,336.0
DC001,SKU005,2019-01-09,2,42.0,0,44.0,72.0,74.0,0.0,0,0.0,36.0,F001,224.0,3.36,336.0
DC001,SKU005,2019-01-10,4,41.0,0,74.0,0.0,33.0,0.0,0,0.0,36.0,F001,224.0,3.36,336.0
DC001,SKU005,2019-01-11,3,36.0,1,33.0,0.0,0.0,3.0,0,0.0,36.0,F001,224.0,3.36,336.0
DC001,SKU005,2019-01-12,4,0.0,0,0.0,0.0,0.0,-0.0,0,0.0,36.0,F001,224.0,3.36,336.0
DC001,SKU005,2019-01-13,1,0.0,0,0.0,0.0,0.0,-0.0,0,0.0,36.0,F001,224.0,3.36,336.0
DC001,SKU005,2019-01-14,1,0.0,1,0.0,0.0,0.0,-0.0,4,144.0,36.0,F001,224.0,3.36,336.0
DC001,SKU005,2019-01-15,3,10.0,0,0.0,144.0,134.0,0.0,0,0.0,36.0,F001,224.0,3.36,336.0
DC001,SKU005,2019-01-16,4,0.0,0,134.0,0.0,134.0,0.0,0,0.0,36.0,F001,224.0,3.36,336.0
DC001,SKU005,2019-01-17,1,0.0,0,134.0,0.0,134.0,0.0,0,0.0,36.0,F001,224.0,3.36,336.0
DC001,SKU005,2019-01-18,5,0.0,1,134.0,0.0,134.0,0.0,0,0.0,36.0,F001,224.0,3.36,336.0
DC001,SKU005,2019-01-19,3,0.0,0,134.0,0.0,134.0,0.0,0,0.0,36.0,F001,224.0,3.36,336.0
DC001,SKU005,2019-01-20,5,0.0,0,134.0,0.0,134.0,0.0,0,0.0,36.0,F001,224.0,3.36,336.0
DC001,SKU005,2019-01-21,4,118.0,1,134.0,0.0,16.0,0.0,3,108.0,36.0,F001,224.0,3.36,336.0
DC001,SKU005,2019-01-22,4,5.0,0,16.0,0.0,11.0,0.0,0,0.0,36.0,F001,224.0,3.36,336.0
DC001,SKU005,2019-01-23,3,0.0,0,11.0,0.0,11.0,0.0,0,0.0,36.0,F001,224.0,3.36,336.0
DC001,SKU005,2019-01-24,5,0.0,0,11.0,0.0,11.0,0.0,0,0.0,36.0,F001,224.0,3.36,336.0
DC001,SKU005,2019-01-25,5,5.0,1,11.0,108.0,114.0,0.0,4,144.0,36.0,F001,224.0,3.36,336.0
DC001,SKU005,2019-01-26,1,0.0,0,114.0,0.0,114.0,0.0,0,0.0,36.0,F001,224.0,3.36,336.0
DC001,SKU005,2019-01-27,2,0.0,0,114.0,0.0,114.0,0.0,0,0.0,36.0,F001,224.0,3.36,336.0
DC001,SKU005,2019-01-28,5,108.0,1,114.0,0.0,6.0,0.0,0,0.0,36.0,F001,224.0,3.36,336.0
DC001,SKU005,2019-01-29,2,0.0,0,6.0,0.0,6.0,0.0,0,0.0,36.0,F001,224.0,3.36,336.0
DC001,SKU005,2019-01-30,1,0.0,0,6.0,144.0,150.0,0.0,0,0.0,36.0,F001,224.0,3.36,336.0
DC001,SKU005,2019-01-31,3,118.0,0,150.0,0.0,32.0,0.0,0,0.0,36.0,F001,224.0,3.36,336.0
DC001,SKU005,2019-02-01,6,0.0,1,32.0,0.0,32.0,0.0,0,0.0,36.0,F001,224.0,3.36,336.0
DC001,SKU005,2019-02-02,4,10.0,0,32.0,0.0,22.0,0.0,0,0.0,36.0,F001,224.0,3.36,336.0
